pid,experimental_block,state,congressional_district,treatment_assignment,estimated_turnout_2018,clinton_votes_2016,trump_votes_2016,total_votes_2016,house_dem_votes_2018,house_rep_votes_2018,house_total_votes_2018,number_registered_voters,number_targets
2393,1118,VA,10,Treatment,2102.62776,1193,849,2202,1248,818,2066,3488,328
2394,1269,WA,3,Treatment,734.78787,308,488,879,337,505,842,1591,741
2395,99,FL,15,Treatment,671.16378,498,339,910,432,270,733,1856,953
2396,902,OH,12,Treatment,382.10832,142,221,385,122,235,360,499,155
2397,587,MN,1,Treatment,338.67144,121,278,433,156,229,385,478,336
2398,970,PA,11,Treatment,1249.11603,379,1010,1452,371,798,1169,1924,985
2399,274,FL,18,Treatment,808.55523,370,505,897,341,482,835,1145,559
2400,461,IL,6,Treatment,509.32296,285,173,491,310,197,509,779,132
2401,1298,WA,3,Treatment,439.99965,111,299,436,112,322,434,586,383
2402,732,NV,3,Control,455.50674,413,328,771,353,235,616,1177,1101
2403,356,IL,13,Treatment,431.76042,152,279,456,130,249,380,634,2
2404,851,OH,12,Treatment,1014.60822,245,681,970,265,610,882,1213,394
2405,4,FL,18,Treatment,370.2816,328,190,551,299,155,462,859,362
2406,599,MN,1,Treatment,805.57146,335,524,934,415,398,814,1085,854
2407,602,MN,2,Treatment,1627.51173,990,687,1851,1214,857,2073,2490,949
2408,1262,WA,5,Treatment,79.04991,12,66,79,11,62,73,95,36
2409,259,FL,18,Treatment,3654.88605,2745,2112,5024,2612,1719,4384,7740,2653
2410,370,IL,12,Treatment,405.06258,120,265,410,129,263,402,564,530
2411,583,MN,3,Treatment,1075.69488,633,643,1414,626,548,1177,1542,608
2412,547,MN,8,Control,325.88367,139,292,475,162,223,403,562,343
2413,904,OH,12,Treatment,793.91889,526,190,755,551,181,739,917,848
2414,373,IL,13,Treatment,928.14081,322,588,978,307,506,813,1370,60
2415,332,IL,12,Treatment,818.03802,225,622,906,256,474,747,1275,932
2416,864,OH,12,Treatment,839.64423,176,741,938,168,590,768,1183,372
2417,577,MN,8,Treatment,271.22637,116,187,325,111,143,262,358,62
2418,827,OH,1,Treatment,950.41782,210,745,1001,207,624,843,1187,777
2419,438,IL,12,Treatment,428.70183,233,294,593,227,176,424,1428,671
2420,728,NV,4,Treatment,642.47934,191,545,778,199,421,683,1232,803
2421,1007,PA,11,Treatment,1489.57461,475,932,1458,513,873,1386,1947,531
2422,742,NV,3,Control,645.29025,406,524,998,384,445,851,1213,814
2423,1250,WA,5,Treatment,773.5872,200,502,768,233,550,783,1006,223
2424,1189,VA,5,Treatment,1439.06982,347,1167,1545,314,954,1268,2393,786
2425,833,OH,12,Treatment,987.76461,313,731,1093,343,602,960,1580,345
2426,54,FL,18,Treatment,1250.02548,568,804,1414,522,767,1302,1789,663
2427,1243,WA,3,Control,704.91405,454,265,760,480,315,795,1098,699
2428,1006,PA,10,Treatment,1433.13969,636,915,1620,632,780,1412,2085,86
2429,1306,WA,5,Treatment,289.97136,58,204,287,78,212,290,461,150
2430,406,IL,14,Treatment,1375.30641,499,850,1426,505,659,1164,2215,953
2431,957,PA,16,Treatment,596.8572,202,441,668,213,331,551,811,210
2432,36,FL,18,Treatment,1357.07871,613,956,1616,683,993,1700,2126,896
2433,1083,PA,16,Treatment,617.98095,395,316,759,456,209,670,1082,230
2434,445,IL,12,Treatment,548.72343,155,409,593,152,323,489,806,597
2435,394,IL,13,Control,654.05967,347,242,647,396,325,721,1012,0
2436,1179,VA,5,Treatment,980.3484,588,388,1041,600,358,958,1576,444
2437,49,FL,18,Treatment,91.00047,43,58,108,50,54,104,146,62
2438,713,NV,4,Treatment,808.05084,383,513,928,365,479,866,1122,888
2439,976,PA,16,Treatment,666.61653,181,538,755,240,369,614,972,168
2440,701,NV,3,Treatment,689.71011,502,513,1074,457,366,871,1485,1200
2441,712,NV,4,Treatment,543.49119,688,205,939,574,136,728,1451,723
2442,544,MN,8,Treatment,60.30105,23,32,60,21,34,56,76,56
2443,1225,WA,5,Treatment,311.6511,52,215,289,58,234,292,418,145
2444,1250,WA,3,Treatment,865.67256,317,551,930,319,556,875,1320,717
2445,65,FL,6,Treatment,356.82819,112,307,438,109,277,396,554,222
2446,719,NV,3,Treatment,389.05755,397,268,705,352,186,565,1107,935
2447,413,IL,14,Control,706.07892,328,276,649,346,284,630,886,179
2448,613,MN,1,Treatment,230.18244,86,164,286,101,96,197,329,262
2449,1134,VA,1,Treatment,1601.07705,438,999,1482,401,952,1353,2174,631
2450,815,OH,12,Treatment,595.2963,649,100,832,703,70,795,1289,405
2451,535,MN,1,Control,285.02937,137,184,353,141,152,293,403,236
2452,347,IL,13,Treatment,708.13776,253,434,733,220,389,609,1162,0
2453,917,PA,7,Treatment,1066.42881,830,562,1455,675,378,1112,2159,2
2454,1192,VA,7,Treatment,3484.55187,1293,1729,3271,1486,1675,3187,4733,1265
2455,436,IL,14,Treatment,643.46748,309,317,675,265,247,512,1523,1057
2456,740,NV,4,Treatment,616.2201,357,449,849,355,396,769,1212,561
2457,979,PA,10,Treatment,259.86921,264,76,352,208,66,274,726,17
2458,482,IL,14,Treatment,625.11723,331,360,734,356,239,595,1310,476
2459,1176,VA,5,Treatment,1199.34138,180,1075,1287,179,921,1100,1796,614
2460,408,IL,13,Treatment,855.80019,722,102,932,772,100,872,1429,0
2461,370,IL,13,Treatment,286.53093,123,169,319,110,182,292,489,2
2462,1050,PA,16,Treatment,666.63588,280,483,809,281,370,667,1009,160
2463,1185,VA,2,Treatment,2681.5359,1192,1381,2788,1243,1177,2420,4131,1578
2464,1309,WA,3,Treatment,909.84861,268,629,958,299,628,927,1395,748
2465,619,MN,2,Treatment,733.23729,228,607,914,270,538,808,1027,895
2466,1312,WA,3,Treatment,863.78658,173,657,876,200,679,879,1266,1229
2467,864,OH,12,Treatment,708.80727,182,494,705,216,455,680,930,297
2468,710,NV,4,Treatment,507.79044,423,329,790,371,286,673,1132,462
2469,1164,VA,1,Control,1539.41118,867,910,1892,765,739,1504,2845,279
2470,790,NV,3,Treatment,114.45654,787,981,1886,98,66,179,216,193
2471,859,OH,1,Treatment,875.12052,280,671,1013,302,524,846,1392,906
2472,822,OH,12,Treatment,730.64568,293,460,786,278,422,712,1013,607
2473,318,IL,13,Treatment,441.0897,200,273,504,187,245,432,845,0
2474,444,IL,13,Treatment,345.8619,70,269,363,75,214,289,518,108
2475,629,MN,2,Treatment,1048.78419,691,436,1249,775,487,1262,1415,392
2476,982,PA,10,Treatment,2469.48183,848,1939,2913,863,1524,2388,4486,79
2477,1239,WA,5,Control,275.55819,91,157,267,92,132,224,482,164
2478,907,PA,7,Treatment,922.17585,504,620,1175,437,431,897,1590,1
2479,262,FL,6,Treatment,4087.72104,1766,2429,4352,1849,2409,4334,6336,3346
2480,1260,WA,5,Treatment,675.02475,318,385,784,350,382,732,1217,105
2481,687,NV,3,Treatment,125.82144,36,106,153,33,91,137,201,185
2482,518,IL,13,Treatment,201.94176,72,130,222,69,112,181,313,6
2483,1027,PA,7,Treatment,785.33265,450,419,896,420,322,769,1121,0
2484,1291,WA,3,Treatment,511.9623,392,314,765,331,214,545,1094,992
2485,530,MN,1,Treatment,883.97508,864,797,1859,858,473,1332,1806,1185
2486,425,IL,14,Treatment,806.83179,425,435,924,421,326,747,1576,288
2487,1318,WA,5,Treatment,906.37335,499,388,986,596,398,994,1341,34
2488,956,PA,11,Control,1634.19651,573,1343,2016,593,1034,1627,2751,1843
2489,922,PA,11,Treatment,753.61929,374,611,1036,345,404,749,1770,689
2490,369,IL,12,Treatment,159.29436,96,113,222,80,44,128,390,357
2491,1101,VA,10,Treatment,1486.27479,1173,472,1783,1119,507,1626,2947,126
2492,1154,VA,5,Treatment,744.37773,274,505,812,244,439,683,1220,277
2493,1035,PA,11,Treatment,1164.63393,615,687,1368,621,629,1250,1813,21
2494,869,OH,1,Treatment,949.3368,299,689,1015,282,598,897,1332,766
2495,714,NV,4,Treatment,849.62625,677,622,1376,596,473,1113,1854,734
2496,337,IL,14,Treatment,949.29552,478,442,1006,507,366,873,1971,778
2497,485,IL,12,Treatment,401.58732,100,305,421,101,279,382,559,504
2498,497,IL,6,Treatment,527.36361,363,218,640,317,207,524,1000,107
2499,776,NV,4,Treatment,546.46206,210,457,709,207,414,634,908,368
2500,1107,VA,2,Treatment,1876.3953,549,977,1636,635,986,1621,3358,1158
2501,642,MN,1,Treatment,557.57283,403,334,841,441,203,644,869,624
2502,1183,VA,7,Treatment,832.93881,775,304,1152,719,217,955,1806,1198
2503,899,OH,12,Treatment,611.28585,177,395,592,179,337,523,764,286
2504,825,OH,1,Treatment,511.92489,90,395,514,90,309,410,705,347
2505,680,NV,4,Treatment,65.3643,19,51,76,18,43,65,144,81
2506,790,NV,3,Treatment,704.49738,264,457,759,292,390,723,1346,1279
2507,995,PA,10,Treatment,746.2521,305,492,829,302,431,736,1108,53
2508,591,MN,2,Treatment,1719.312,1109,914,2230,1212,847,2068,2551,1055
2509,664,NV,3,Treatment,532.03986,436,348,853,417,231,702,1370,1319
2510,509,IL,6,Treatment,663.15546,364,250,686,373,237,610,976,144
2511,284,FL,15,Treatment,532.512,398,331,770,327,254,596,1253,593
2512,1081,PA,7,Treatment,392.78694,228,245,490,222,172,413,722,0
2513,870,OH,12,Treatment,561.80145,249,367,661,262,265,534,970,231
2514,370,IL,13,Control,648.12825,245,372,668,276,286,562,1021,108
2515,598,MN,3,Treatment,1464.33189,1020,668,1837,1025,656,1684,1957,609
2516,295,FL,6,Treatment,2231.98638,751,1649,2466,786,1581,2414,3457,1120
2517,512,IL,12,Treatment,501.45138,181,331,545,174,310,496,818,757
2518,672,NV,3,Treatment,525.82851,657,332,1047,567,213,827,1717,1521
2519,481,IL,13,Treatment,319.5201,85,241,340,96,213,309,485,212
2520,1045,PA,7,Treatment,533.90262,274,329,624,252,235,502,804,0
2521,1341,WA,3,Treatment,805.23348,610,410,1094,534,369,903,1467,817
2522,585,MN,8,Treatment,274.68099,147,147,313,154,104,272,339,60
2523,372,IL,12,Treatment,319.3524,67,252,329,78,211,291,526,472
2524,1350,WA,5,Treatment,981.18174,700,221,981,758,240,998,1222,236
2525,1246,WA,3,Treatment,684.47529,223,381,634,271,394,665,927,634
2526,805,OH,12,Treatment,387.00387,116,248,381,116,223,347,482,127
2527,232,FL,16,Control,4435.52439,2317,2952,5506,2219,2587,4871,7556,2639
2528,1042,PA,11,Treatment,998.76573,372,738,1204,409,619,1028,1694,1048
2529,1092,PA,7,Treatment,388.44738,368,127,524,326,91,426,959,14
2530,508,IL,12,Treatment,343.6689,102,206,328,131,169,304,553,516
2531,388,IL,13,Treatment,448.46463,109,306,451,126,299,425,576,107
2532,928,PA,16,Treatment,1167.58803,396,803,1247,544,567,1120,1708,331
2533,431,IL,12,Treatment,837.42414,405,428,878,388,350,760,1527,1282
2534,509,IL,14,Treatment,604.91841,390,278,719,424,207,631,1104,346
2535,536,MN,8,Treatment,145.01793,57,96,164,71,81,157,180,48
2536,1148,VA,7,Treatment,2168.06946,1062,1267,2482,1082,939,2054,4132,1939
2537,882,OH,1,Treatment,759.3585,383,419,848,345,370,730,1071,1061
2538,1338,WA,5,Treatment,540.37971,96,381,510,109,415,524,787,263
2539,427,IL,12,Treatment,629.52,186,431,649,216,296,526,957,896
2540,704,NV,3,Treatment,426.23406,285,296,623,258,223,509,899,861
2541,847,OH,1,Treatment,580.88442,178,442,650,164,381,553,768,662
2542,1329,WA,5,Control,609.6927,160,376,608,209,387,596,794,145
2543,721,NV,3,Treatment,557.27742,616,355,1037,571,247,861,1688,1597
2544,437,IL,12,Treatment,378.53502,84,243,341,87,208,302,512,489
2545,57,FL,16,Treatment,966.4809,967,416,1437,786,333,1141,2454,1181
2546,875,OH,1,Treatment,819.263520000001,426,498,995,430,370,821,1399,1057
2547,404,IL,12,Treatment,507.32862,287,196,545,279,193,484,731,611
2548,732,NV,3,Treatment,283.00923,275,195,498,242,132,393,751,651
2549,147,FL,6,Treatment,3041.64327,1160,2170,3463,1177,1964,3203,4350,931
2550,396,IL,12,Treatment,326.07201,107,203,333,121,136,279,806,752
2551,1208,WA,5,Treatment,529.41084,214,276,536,237,303,540,732,85
2552,1068,PA,10,Treatment,699.90369,563,356,963,465,248,713,1478,21
2553,447,IL,6,Treatment,393.47322,275,191,522,194,157,351,529,26
2554,508,IL,12,Treatment,286.97985,115,213,345,124,150,281,463,369
2555,321,IL,14,Treatment,362.27457,141,235,400,147,213,360,589,259
2556,1041,PA,11,Treatment,1414.53918,319,1259,1666,330,1008,1338,2069,1443
2557,253,FL,6,Treatment,2671.40553,1269,1788,3198,1253,1505,2810,4746,1369
2558,323,IL,6,Treatment,355.10733,188,129,355,182,137,320,532,42
2559,429,IL,12,Control,255.92439,47,180,240,84,129,222,357,309
2560,1330,WA,5,Treatment,217.79328,56,151,230,69,139,208,324,90
2561,979,PA,7,Treatment,137.71266,156,41,207,106,31,140,401,3
2562,1134,VA,10,Treatment,1518.35709,423,1006,1508,451,888,1339,2249,641
2563,534,MN,8,Treatment,131.84961,61,84,156,54,64,121,166,41
2564,1307,WA,5,Control,424.35582,135,248,422,144,293,437,580,53
2565,504,IL,13,Control,812.18658,273,495,819,260,502,762,1031,2
2566,255,FL,16,Treatment,1401.89331,686,1023,1816,610,846,1479,2491,1195
2567,552,MN,8,Treatment,41.07102,13,25,44,16,24,42,53,11
2568,624,MN,3,Control,1649.87517,1057,882,2097,1011,970,1982,2350,1573
2569,1147,VA,1,Treatment,558.75576,272,316,606,244,267,511,1038,105
2570,662,NV,3,Treatment,800.62431,526,578,1175,499,495,1035,1542,1173
2571,642,MN,1,Control,484.36017,371,283,712,382,187,569,784,627
2572,1308,WA,3,Treatment,383.21385,87,280,390,92,294,386,556,462
2573,921,PA,16,Treatment,246.28164,112,163,294,120,109,234,449,96
2574,1224,WA,5,Treatment,466.44594,243,230,542,279,240,519,915,15
2575,498,IL,14,Treatment,691.09299,400,284,725,391,268,659,1042,285
2576,975,PA,7,Treatment,386.50206,608,86,717,342,49,396,1692,12
2577,1060,PA,11,Treatment,681.30447,292,467,816,332,365,697,1007,170
2578,754,NV,3,Control,399.47817,328,249,637,290,167,499,1141,1122
2579,652,MN,1,Treatment,127.86351,37,113,151,32,105,137,164,138
2580,658,MN,8,Treatment,104.26683,36,72,116,51,60,115,134,27
2581,450,IL,6,Treatment,358.18914,299,212,550,228,133,361,571,65
2582,531,MN,3,Treatment,1192.8759,558,721,1422,563,760,1323,1542,939
2583,76,FL,18,Treatment,358.25364,175,250,446,164,248,414,650,256
2584,986,PA,11,Treatment,1555.33752,370,1329,1778,370,1126,1496,2439,1021
2585,316,IL,6,Control,648.49074,211,427,690,188,364,552,1007,25
2586,452,IL,14,Treatment,545.08176,291,220,559,316,202,518,797,213
2587,538,MN,3,Treatment,1384.72341,879,641,1629,895,678,1573,1794,1110
2588,603,MN,8,Treatment,729.16347,610,306,1037,560,255,892,1192,442
2589,1308,WA,5,Treatment,415.52319,78,314,413,95,303,398,597,183
2590,910,PA,11,Treatment,572.40138,547,233,821,506,149,655,1227,206
2591,50,FL,16,Treatment,851.52126,458,498,980,407,491,909,1223,348
2592,1251,WA,5,Treatment,59.30259,9,50,63,13,46,59,90,35
2593,1122,VA,2,Treatment,1686.20157,579,1035,1752,620,932,1552,2767,1225
2594,1240,WA,5,Treatment,777.57846,269,461,804,343,460,803,1224,112
2595,1345,WA,5,Treatment,744.69894,308,421,792,358,413,771,1218,103
2596,651,MN,8,Treatment,101.27661,25,95,131,30,51,88,140,117
2597,647,MN,8,Treatment,508.95531,232,394,693,246,326,608,822,124
2598,1030,PA,11,Treatment,419.65506,236,261,533,281,177,458,706,8
2599,320,IL,6,Control,420.48324,236,166,437,202,178,380,658,37
2600,1138,VA,1,Treatment,1493.72067,354,1237,1663,346,1091,1437,2185,265
2601,463,IL,6,Treatment,465.88221,198,243,483,178,248,426,642,30
2602,381,IL,6,Treatment,574.64082,389,180,612,367,193,562,966,130
2603,1025,PA,16,Treatment,427.29444,407,155,579,325,75,401,1045,288
2604,26,FL,15,Treatment,474.0363,472,257,768,399,179,597,1272,642
2605,1015,PA,7,Treatment,647.51421,1036,249,1324,755,169,948,2047,10
2606,1126,VA,1,Treatment,1306.23981,411,1034,1507,348,847,1195,2423,341
2607,407,IL,13,Treatment,309.12657,130,170,322,135,153,288,533,2
2608,467,IL,6,Treatment,477.06006,273,185,515,286,183,470,759,157
2609,402,IL,14,Treatment,241.98723,126,119,268,109,85,194,564,354
2610,448,IL,6,Treatment,436.27284,213,195,429,227,171,398,634,129
2611,744,NV,3,Treatment,927.53451,604,695,1393,665,555,1299,1933,1510
2612,1124,VA,10,Treatment,1204.59555,758,391,1250,792,432,1224,2117,178
2613,538,MN,3,Treatment,1617.30009,1021,676,1869,1055,776,1834,2067,1421
2614,334,IL,6,Treatment,659.8221,338,280,674,339,255,594,917,192
2615,1107,VA,2,Treatment,2086.85751,697,1191,2022,755,1103,1858,3015,1196
2616,1138,VA,7,Treatment,1339.66758,338,1048,1459,378,896,1298,2094,568
2617,1204,WA,5,Treatment,594.69903,331,299,699,377,293,670,1103,20
2618,1348,WA,5,Treatment,491.13138,173,346,576,233,318,551,887,51
2619,1064,PA,7,Treatment,305.47716,478,92,576,252,67,327,1158,8
2620,1263,WA,3,Treatment,36.2103,15,24,41,16,21,37,53,53
2621,1327,WA,5,Treatment,522.99438,303,219,597,327,251,578,1205,20
2622,1097,VA,5,Treatment,1206.27126,390,982,1413,373,769,1142,2160,648
2623,341,IL,6,Treatment,499.60023,266,224,531,267,174,442,873,204
2624,626,MN,2,Treatment,1302.72714,704,859,1713,662,812,1475,1859,875
2625,701,NV,3,Treatment,635.32242,432,425,902,420,331,785,1295,1047
2626,1218,WA,5,Treatment,801.69759,317,361,728,370,400,770,980,182
2627,815,OH,1,Control,449.70045,380,61,456,358,60,419,701,593
2628,354,IL,12,Treatment,586.1502,156,457,648,177,375,566,993,890
2629,661,NV,3,Control,663.02388,744,417,1249,637,281,958,2114,1905
2630,492,IL,12,Control,353.93601,135,224,382,130,183,328,703,661
2631,853,OH,12,Treatment,506.34564,191,331,528,183,322,510,674,484
2632,8,FL,6,Treatment,1026.80646,431,791,1299,430,654,1106,1896,504
2633,685,NV,3,Treatment,582.44016,590,392,1065,523,273,849,1632,1390
2634,727,NV,3,Treatment,609.35601,285,378,687,296,315,640,833,725
2635,61,FL,6,Treatment,211.10205,133,187,341,90,117,212,340,76
2636,166,FL,18,Treatment,57.05283,29,38,69,29,42,72,117,33
2637,597,MN,2,Control,898.69527,575,461,1183,611,433,1047,1316,600
2638,1146,VA,7,Treatment,1879.62159,769,942,1881,859,950,1834,2677,760
2639,426,IL,13,Control,1455.09162,377,1094,1581,381,911,1296,2176,167
2640,498,IL,6,Control,423.43089,233,144,413,234,159,394,583,80
2641,317,IL,14,Treatment,873.24357,442,493,1008,535,434,969,1652,511
2642,985,PA,7,Treatment,1642.76985,1002,1016,2092,872,747,1658,2967,1
2643,173,FL,15,Treatment,1282.32708,530,1106,1690,471,919,1421,2558,926
2644,535,MN,1,Treatment,316.31832,132,226,395,152,200,352,437,211
2645,1210,WA,3,Treatment,436.32444,190,252,489,212,240,452,662,368
2646,312,IL,14,Treatment,869.20974,523,486,1066,517,371,888,1570,415
2647,292,FL,15,Treatment,2360.76708,1036,1774,2930,958,1619,2630,4047,1273
2648,1354,WA,5,Treatment,649.06221,283,357,739,330,360,690,1163,72
2649,393,IL,12,Control,487.02531,158,280,469,177,252,435,695,637
2650,1148,VA,1,Treatment,2279.46999,1009,1492,2662,1034,1323,2357,4177,412
2651,645,MN,8,Treatment,549.27426,229,440,712,217,344,576,775,127
2652,1091,PA,11,Treatment,1162.55832,453,859,1403,484,662,1146,1864,765
2653,1216,WA,5,Control,825.8193,437,317,792,467,350,817,1100,112
2654,533,MN,2,Treatment,1930.70688,1354,1019,2683,1378,932,2318,3004,1289
2655,817,OH,12,Treatment,714.918,330,433,811,298,288,599,2046,129
2656,468,IL,14,Treatment,822.40983,236,484,775,258,432,690,1155,746
2657,277,FL,18,Treatment,867.48372,591,496,1115,514,487,1020,1472,954
2658,1337,WA,3,Treatment,719.3814,424,699,1205,272,459,731,1024,706
2659,988,PA,10,Treatment,273.88506,158,171,348,147,121,268,537,14
2660,1151,VA,2,Treatment,1331.18712,1006,409,1504,941,371,1312,2594,925
2661,54,FL,6,Treatment,1549.53123,592,1071,1729,648,957,1634,2396,717
2662,428,IL,14,Treatment,265.31301,328,42,392,242,45,287,765,406
2663,750,NV,3,Treatment,694.25736,577,469,1107,527,323,902,1598,1409
2664,1157,VA,5,Treatment,318.87252,107,205,321,93,178,271,506,134
2665,419,IL,12,Treatment,263.1471,282,39,326,158,20,181,684,512
2666,356,IL,13,Treatment,489.48018,199,317,541,165,275,440,724,43
2667,442,IL,13,Treatment,523.353,1676,338,2165,1240,223,1463,2337,0
2668,1068,PA,10,Treatment,518.62515,370,339,746,337,276,614,1095,0
2669,619,MN,2,Treatment,1046.86467,541,791,1458,552,623,1178,1608,1209
2670,672,NV,3,Treatment,622.89456,518,335,914,622,335,993,1844,1729
2671,875,OH,1,Treatment,571.23264,305,355,691,276,259,546,1047,912
2672,104,FL,18,Treatment,2594.51895,1320,1620,3075,1248,1549,2818,4442,1519
2673,1127,VA,1,Treatment,2352.47109,835,1531,2476,761,1350,2111,4108,297
2674,9,FL,18,Treatment,506.83068,341,324,688,323,296,626,913,283
2675,616,MN,3,Treatment,538.16607,208,335,587,286,389,676,830,330
2676,686,NV,4,Control,110.7594,22,142,181,26,116,144,193,101
2677,1058,PA,7,Control,1342.62168,669,853,1555,605,619,1266,2030,1
2678,445,IL,12,Treatment,419.10165,125,343,500,123,281,412,623,416
2679,1189,VA,2,Treatment,1927.40061,872,1066,2071,876,997,1873,3410,1918
2680,898,OH,1,Treatment,677.4693,209,494,726,175,445,630,907,478
2681,881,OH,1,Treatment,772.20561,442,534,1015,407,436,853,1330,1299
2682,1279,WA,3,Control,705.20172,276,411,739,290,433,723,1064,649
2683,485,IL,13,Treatment,258.90687,70,206,286,52,185,237,362,128
2684,1230,WA,5,Treatment,825.21429,421,314,790,445,366,811,953,118
2685,678,NV,4,Treatment,308.27904,472,28,521,387,19,424,1013,645
2686,894,OH,12,Treatment,574.03194,103,513,632,106,408,516,859,248
2687,988,PA,16,Treatment,440.42148,173,331,523,182,217,403,680,153
2688,1234,WA,3,Treatment,525.03516,300,277,611,292,278,570,798,668
2689,861,OH,12,Treatment,866.95611,371,563,972,371,525,899,1270,847
2690,1075,PA,11,Treatment,176.40105,44,150,209,60,121,181,279,179
2691,402,IL,6,Treatment,377.70039,208,184,415,181,161,342,607,188
2692,1163,VA,5,Control,537.36756,151,401,567,154,335,489,828,192
2693,461,IL,6,Treatment,488.45334,279,189,513,262,181,443,738,260
2694,1133,VA,5,Treatment,935.75439,322,584,957,321,516,837,1489,540
